ID,Title,Region,Media_ID,Box_ID,Genre,Released
0283,flower,US,PCSA-00114,,Miscellaneous » General,2013-11-12
0284,San Goku Shi 12 with Power-Up Kit,JP,PCSG-00210,VLJM-30051,Strategy » General,2013-09-26
0284,JOYSOUND.TV Plus,JP,PCSG-00243,,Miscellaneous » Rhythm,2013-11-14
0285,Furuiro Meikyuu Rondo: La Roue de fortune,JP,PCSG-00227,VLJM-30057,Adventure » General,2013-09-26
0285,PixelJunk Monsters: Ultimate HD,JP,PCSG-00269,,Strategy » Real-Time,2013-11-26
0286,Rui wa Tomo o Yobu,JP,PCSG-00216,VLJM-35062,Adventure » General,2013-09-26
0286,Fort Defense,EU,PCSB-00388,,Strategy » General,2013-11-27
0287,Eiyuu Densetsu: Sen no Kiseki,JP,PCSG-00195,VLJM-35048,Role-Playing » Console-style RPG,2013-09-26
0287,flower,EU,PCSF-00349,,Miscellaneous » General,2013-11-29
0288,Musou Orochi 2 Ultimate,JP,PCSG-00209,VLJM-35053,Action » Beat-'Em-Up,2013-09-26
0288,Rainbow Skies,US,PCSE-00318,,Role-Playing » General,2018-06-26
0289,FIFA 14,EU,PCSB-00339,,Sports » Traditional » Soccer,2013-09-27
0289,Stick it to the Man!,US,PCSE-00290,,Action » Platformer » 3D,2013-12-03
0290,FIFA 14,EU,PCSB-00342,,Sports » Traditional » Soccer,2013-09-27
0290,flOw,EU,PCSF-00440,,Miscellaneous » General,2013-12-04
0291,FIFA 14,EU,PCSB-00343,,Sports » Traditional » Soccer,2013-09-27
0291,Indoor Sports World,EU,PCSB-00436,,Sports » General,2013-12-04
0292,FIFA 14,EU,PCSB-00340,,Sports » Traditional » Soccer,2013-09-27
0292,Rainbow Moon,EU,PCSB-00370,,Strategy » Turn-Based,2013-12-04
0293,FIFA 14,EU,PCSB-00341,,Sports » Traditional » Soccer,2013-09-27
0293,Stick it to the Man!,EU,PCSB-00375,,Action » Platformer » 3D,2013-12-04
0294,Getsuei Gakuen: kou,JP,PCSG-00152,VLJS-00054,Adventure » General,2013-10-10
0294,Doki-Doki Universe,US,PCSA-00117,,Miscellaneous » General,2013-12-10
0295,Danganronpa 1-2 Reload,JP,PCSG-00202,VLJS-05027,Miscellaneous » Compilation,2013-10-10
0295,Mahjong Royal Towers,US,PCSE-00287,,Miscellaneous » Board Games,2013-12-10
0296,Soccer Tsuku: Pro Soccer Club o Tsukurou!,JP,PCSG-00198,VLJM-35049,Sports » Traditional » Soccer,2013-10-10
0296,Doki-Doki Universe,EU,PCSF-00379,,Miscellaneous » General,2013-12-11
0297,Slotter Mania V: Gakuen Mokushiroku - Highschool of the Dead,JP,PCSG-00237,VLJM-35064,Miscellaneous » Parlor,2013-10-10
0297,Pic-a-Pix Color 2,EU,PCSB-01388,,Miscellaneous » Puzzle,2019-07-09
0298,Dragon's Crown,EU,PCSB-00408,,Action » Beat-'Em-Up,2013-10-11
0298,Magical Beat: Beat de Tsunaku Ochimo no Puzzle,JP,PCSG-00221,,Miscellaneous » Rhythm,2013-12-12
0299,Valhalla Knights 3,US,PCSE-00244,,Role-Playing » General,2013-10-15
0299,Yuusha no Kuse ni Konamaikida. G,JP,PCSC-00047,,Strategy » General,2013-12-12
0300,FIFA 14,JP,PCSG-00201,VLJM-35050,Sports » Traditional » Soccer,2013-10-17
0300,Total Recoil,JP,PCSG-00268,,Action » Shooter,2013-12-17
0301,LEGO Marvel Super Heroes: Universe in Peril,US,PCSE-00250,,Action Adventure,2013-10-22
0301,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,US,PCSE-00302,,Miscellaneous » Rhythm,2013-12-17
0302,Jikkyou Powerful Pro Yakyuu 2013,JP,PCSG-00207,VLJM-35052,Sports » Traditional » Baseball,2013-10-24
0302,Eufloria HD,US,PCSE-00366,,Strategy » General,2013-12-17
0303,Batman: Arkham Origins Blackgate,US,PCSE-00269,,Action Adventure,2013-10-25
0303,flOw,US,PCSA-00135,,Miscellaneous » General,2013-12-17
0304,Batman: Arkham Origins Blackgate,EU,PCSB-00353,,Action Adventure,2013-10-25
0304,Furmins,US,PCSE-00111,,Action Adventure,2013-12-17
0305,WRC 4: FIA World Rally Championship,EU,PCSB-00345,,Driving » Racing,2013-10-25
0305,Indoor Sports World,US,PCSE-00041,,Sports » General,2013-12-17
0306,Angry Birds Star Wars,US,PCSE-00294,,Strategy » General,2013-10-29
0306,Mutant Mudds Deluxe,US,PCSE-00380,,Action » Platformer » 2D,2013-12-17
0307,inviZimals: The Alliance,EU,PCSF-00164,,Miscellaneous » Virtual Life,2013-10-30
0307,Sparkle,US,PCSE-00295,,Miscellaneous » Puzzle,2013-12-17
0308,Naitei! Shuukatsu Kanzen Taisaku - ES - SPI - Mensetsu,JP,PCSG-00155,VLJS-00037,Miscellaneous » Edutainment,2013-10-31
0308,Age of Zombies,EU,PCSB-00412,,Action Adventure,2013-12-18
0309,Chou Tsugitsugimono Game Neptune Re;Birth1,JP,PCSG-00226,VLJM-35059,Role-Playing » General,2013-10-31
0309,Backgammon Blitz,EU,PCSB-00468,,Miscellaneous » Board Games,2013-12-18
0310,Gundam Breaker,JP,PCSG-00126,VLJS-05026,Action » General,2013-10-31
0310,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,EU,PCSB-00491,,Miscellaneous » Rhythm,2013-12-18
0311,Angry Birds Star Wars,EU,PCSB-00397,,Strategy » General,2013-11-01
0311,Broken Sword 5: The Serpent's Curse - Episode 1,EU,PCSB-00483,,Adventure » General,2013-12-18
0312,Akiba's Trip 2,JP,PCSG-00159,VLJM-35069,Action Adventure,2013-11-07
0312,Eufloria HD,EU,PCSB-00467,,Strategy » General,2013-12-18
0313,Exstetra,JP,PCSG-00196,VLJM-30048,Role-Playing » General,2013-11-07
0313,MotoGP 13 Compact,EU,PCSB-00487,,Driving » Racing,2013-12-18
0314,Injustice: Gods Among Us - Ultimate Edition,US,PCSE-00271,,Action » Fighting » 3D,2013-11-12
0314,Dragon's Dogma Quest,JP,PCSG-00212,,Role-Playing » Action RPG,2013-12-19
0315,God Eater 2,JP,PCSG-00240,VLJS-05028,Role-Playing » Action RPG,2013-11-14
0315,Damascus Gear: Operation Tokyo,JP,PCSG-00292,,Role-Playing » Action RPG,2013-12-25
0316,LEGO Marvel Super Heroes: Universe in Peril,EU,PCSB-00315,,Action Adventure,2013-11-15
0316,King Oddball,EU,PCSB-00400,,Miscellaneous » Puzzle,2014-01-08
0317,The Amazing Spider-Man,US,PCSE-00333,,Action Adventure,2013-11-19
0317,Mahjong World Contest,EU,PCSB-00442,,Miscellaneous » Board Games,2014-01-08
0318,Shin Rorona no Atelier: Hajimari no Monogatari - Arland no Renkinjutsushi,JP,PCSG-00245,VLJM-35073,Role-Playing » General,2013-11-21
0318,Age of Zombies,US,PCSE-00362,,Action Adventure,2014-01-14
0319,Tearaway,US,PCSA-00099,,Adventure » General,2013-11-22
0319,Doodle Devil,US,PCSE-00327,,Miscellaneous » Card Battle,2014-01-14
0320,Tearaway,EU,PCSF-00214,,Adventure » General,2013-11-22
0320,Dennoukara no Dasshutsu: escapeVektor,JP,PCSG-00303,,Miscellaneous » Puzzle,2014-01-16
0321,The Amazing Spider-Man,EU,PCSB-00428,,Action Adventure,2013-11-22
0321,OlliOlli,US,PCSE-00341,,Sports » Alternative,2014-01-21
0322,Ys: Memories of Celceta,US,PCSE-00245,,Role-Playing » Action RPG,2013-11-26
0322,OlliOlli,EU,PCSB-00449,,Sports » Alternative,2014-01-22
0323,Bitter Smile.,JP,PCSG-00242,VLJM-30059,Adventure » General,2013-11-28
0323,Dragon Ball Z: Battle of Z,US,PCSE-00305,,Action » Fighting » 3D,2014-01-28
0324,Criminal Girls: Invitation,JP,PCSG-00241,VLJS-00055,Role-Playing » General,2013-11-28
0324,inviZimals: Collectible Card Game - Hidden Challenges,EU,PCSF-00415,,Miscellaneous » Card Battle,2014-01-29
0325,Shin Sangoku Musou 7 with Moushouden,JP,PCSG-00251,VLJM-35072,Action » Beat-'Em-Up,2013-11-28
0325,Ragnarok Odyssey ACE,EU,PCSB-00471,,Role-Playing » Action RPG,2014-01-30
0326,Steins;Gate: Senkei Kousoku no Phenogram,JP,PCSG-00250,VLJM-30061,Adventure » General,2013-11-28
0326,Dustforce,US,PCSE-00332,,Action » Platformer » 2D,2014-02-04
0327,White Album 2: Shiawase no Mukougawa,JP,PCSG-00249,VLJM-35071,Adventure » General,2013-11-28
0327,King Oddball,US,PCSE-00315,,Miscellaneous » Puzzle,2014-02-04
0328,Injustice: Gods Among Us - Ultimate Edition,EU,PCSB-00356,,Action » Fighting » 3D,2013-11-29
0328,Surge Deluxe,US,PCSE-00370,,Miscellaneous » Puzzle,2014-02-04
0329,Putty Squad,EU,PCSB-00101,,Action » Platformer » 2D,2013-11-29
0329,Dustforce,EU,PCSB-00433,,Action » Platformer » 2D,2014-02-05
0330,Tadeo Jones,EU,PCSB-00458,,Action » Platformer » 2D,2013-12-04
0330,Surge Deluxe,EU,PCSB-00439,,Miscellaneous » Puzzle,2014-02-05
0331,Batman: Arkham Origins Blackgate,JP,PCSG-00261,VLJM-30063,Action Adventure,2013-12-05
0331,Fort Defense,US,PCSE-00321,,Strategy » General,2014-02-11
0332,Tearaway: Hagareta Sekai no Daibouken,JP,PCSC-00048,VCJS-10008,Adventure » General,2013-12-05
0332,TxK,US,PCSE-00397,,Action » Shooter,2014-02-11
0333,Sorcery Saga: The Curse of the Great Curry God,US,PCSE-00314,,Role-Playing » General,2013-12-10
0333,TxK,EU,PCSB-00494,,Action » Shooter,2014-02-12
0334,Amnesia: V Edition,JP,PCSG-00203,VLJM-35077,Adventure » General,2013-12-19
0334,Miku Miku Hockey 2.0 Normal Edition,JP,PCSC-00081,,Sports » General,2014-02-13
0335,Diabolik Lovers: Limited V Edition,JP,PCSG-00272,VLJM-35079,Adventure » General,2013-12-19
0335,Gunslugs,US,PCSE-00340,,Action » General,2014-02-18
0336,Gekijouban Madoka Magicka: The Battle Pentagram,JP,PCSG-00214,VLJS-00051,Action » General,2013-12-19
0336,Fort Defense: North Menace,EU,PCSB-00472,,Strategy » General,2014-02-19
0337,Hakuouki: Kyouka Roku,JP,PCSG-00217,VLJM-35074,Adventure » General,2013-12-19
0337,Gunslugs,EU,PCSB-00409,,Action » General,2014-02-19
0338,Injustice: Kamigami no Gekitotsu,JP,PCSG-00248,VLJM-35068,Action » Fighting » 3D,2013-12-19
0338,Doki-Doki Universe,JP,PCSC-00058,,Miscellaneous » General,2014-02-22
0339,Kud Wafter: Converted Edition,JP,PCSG-00273,VLJM-30064,Adventure » General,2013-12-19
0339,flOw,JP,PCSC-00061,,Miscellaneous » General,2014-02-22
0340,Nihon Pro Mahjong Renmei Kounin: Motto 20-Bai! Mahjong ga Tsuyoku Naru Houhou - Shochuukyuusha Hen,JP,PCSG-00222,VLJM-30055,Miscellaneous » Board Games,2013-12-19
0340,flowery,JP,PCSC-00044,,Miscellaneous » General,2014-02-22
0341,Nihon Pro Mahjong Renmei Suisen: Tokoton Mahjong! Joryuu Pro ni Chousen! Tetsuman Megami Special,JP,PCSG-00223,VLJM-30056,Miscellaneous » Board Games,2013-12-19
0341,Dairansou Dash or Dasshu!! (New Version),JP,PCSG-00395,,Action » General,2014-04-08
0342,Shin Gundam Musou,JP,PCSG-00278,VLJM-35075,Action » Beat-'Em-Up,2013-12-19
0342,Kono Uta ga Owattara: When This Song is Over,JP,PCSG-00345,,Adventure » General,2014-02-27
0343,&: Sora no Mukou de Saki Masuyou ni,JP,PCSG-00239,VLJM-30062,Adventure » General,2013-12-26
0343,Hatsune Miku: Project Diva f,US,PCSE-00326,,Miscellaneous » Rhythm,2014-03-04
0344,Final Fantasy X HD Remaster,JP,PCSG-00219,VLJM-35054,Role-Playing » Console-style RPG,2013-12-26
0344,Fort Defense: North Menace,US,PCSE-00379,,Strategy » General,2014-03-11
0345,Final Fantasy X-2 HD Remaster,JP,PCSG-00220,VLJM-35055,Role-Playing » Console-style RPG,2013-12-26
0345,Hatsune Miku: Project Diva f,EU,PCSB-00419,,Miscellaneous » Rhythm,2014-03-12
0346,Dragon Ball Z: Battle of Z,JP,PCSG-00213,VLJS-00052,Action » Fighting » 3D,2014-01-23
0346,Phantom Breaker: Battle Grounds,JP,PCSG-00277,,Action » Beat-'Em-Up,2014-03-13
0347,Uta Kumi 575,JP,PCSG-00199,VLJM-30047,Miscellaneous » Rhythm,2014-01-23
0347,Drowning,EU,PCSB-01322,,Action Adventure,2019-01-30
0348,Dragon Ball Z: Battle of Z,EU,PCSB-00396,,Action » Fighting » 3D,2014-01-24
0348,Luftrausers,US,PCSE-00247,,Action » Shooter,2014-03-18
0349,Amagami (EbKore+),JP,PCSG-00291,VLJM-35087,Adventure » General,2014-01-30
0349,SteamWorld Dig,US,PCSE-00430,,Action » Platformer » 2D,2014-03-18
0350,Makai Senki Disgaea 4 Return,JP,PCSG-00225,VLJS-05029,Strategy » Turn-Based,2014-01-30
0350,Luftrausers,EU,PCSB-00321,,Action » Shooter,2014-03-18
0351,Rozen Maiden: Wechseln Sie Welt ab,JP,PCSG-00229,VLJM-30058,Adventure » General,2014-01-30
0351,SteamWorld Dig,EU,PCSB-00542,,Action » Platformer » 2D,2014-03-19
0352,Puyo Puyo Tetris,JP,PCSG-00224,VLJM-30054,Miscellaneous » Puzzle,2014-02-06
0352,Destiny of Spirits,JP,PCSC-00030,,Strategy » Turn-Based,2014-03-20
0353,Super Heroine Chronicle: Chou Heroine Senki,JP,PCSG-00228,VLJS-05024,Strategy » Turn-Based,2014-02-06
0353,Final Fantasy X-2 HD Remaster,EU,PCSB-00394,,Role-Playing » Console-style RPG,2014-03-21
0354,Terraria,JP,PCSG-00286,VLJS-00067,Action Adventure,2014-02-06
0354,Destiny of Spirits,US,PCSA-00106,,Strategy » Turn-Based,2014-03-25
0355,The LEGO Movie Videogame,US,PCSE-00353,,Action Adventure,2014-02-07
0355,Fez,US,PCSE-00404,,Action » Platformer » 2D,2014-03-25
0356,Danganronpa,Unknown,PCSH-00055,VCAS-32046,Adventure » General,2014-01-16
0356,Destiny of Spirits,EU,PCSF-00543,,Strategy » Turn-Based,2014-03-26
0357,Danganronpa: Trigger Happy Havoc,US,PCSE-00261,,Adventure » General,2014-02-11
0357,Fez,EU,PCSB-00456,,Action » Platformer » 2D,2014-03-26
0358,Toukiden: The Age of Demons,US,PCSE-00381,,Action » General,2014-02-11
0358,Ore ni Hatarakette Iwaretemo Otsu HD,JP,PCSG-00289,,Adventure » General,2014-03-26
0359,Danganronpa: Trigger Happy Havoc,EU,PCSB-00346,,Adventure » General,2014-02-14
0359,Fukumen Toushi: Masked Warrior,JP,PCSG-00369,,Action » Fighting » 2D,2014-03-27
0360,The LEGO Movie Videogame,EU,PCSB-00553,,Action Adventure,2014-02-14
0360,Mahou Shoujo Taisen Zanbatsu,JP,PCSG-00392,,Action » General,2014-07-02
0361,Toukiden: The Age of Demons,EU,PCSB-00478,,Action » General,2014-02-14
0361,Mahjong World Contest,US,PCSE-00396,,Miscellaneous » Board Games,2014-04-01
0362,Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,JP,PCSG-00274,VLJM-35089,Adventure » General,2014-02-20
0362,Grand Theft Auto: iFruit,EU,PCSB-00444,,Miscellaneous » General,2014-04-02
0363,Sorcery Saga: The Curse of the Great Curry God,EU,PCSB-00429,,Role-Playing » General,2014-02-21
0363,Rainbow Moon,JP,PCSG-00266,,Strategy » Turn-Based,2014-04-03
0364,Ys: Memories of Celceta,EU,PCSB-00497,,Role-Playing » Action RPG,2014-02-21
0364,Backgammon Blitz,US,PCSE-00386,,Miscellaneous » Board Games,2014-04-15
0365,Kagero: Darkside Princess,JP,PCSG-00304,VLJM-30068,Strategy » General,2014-02-27
0365,Dead Nation,US,PCSA-00151,,Action » Shooter,2014-04-15
0366,Infinite Stratos 2: Ignition Hearts,JP,PCSG-00270,VLJM-30065,Action » General,2014-02-27
0366,Ethan: Meteor Hunter,US,PCSE-00395,,Action » Platformer » 2D,2014-04-15
0367,Soul Sacrifice Delta,JP,PCSC-00049,VCJS-15009,Role-Playing » Action RPG,2014-03-06
0367,No Heroes Allowed: No Puzzles Either!,US,PCSA-00150,,Strategy » General,2014-04-15
0368,Final Fantasy X HD Remaster,US,PCSE-00293,PCSE-00408,Role-Playing » Console-style RPG,2014-03-18
0368,Dead Nation,EU,PCSF-00427,,Action » Shooter,2014-04-16
0369,J-Stars Victory Vs,JP,PCSG-00300,VLJS-05031,Action » Fighting » 3D,2014-03-19
0369,Ethan: Meteor Hunter,EU,PCSB-00508,,Action » Platformer » 2D,2014-04-16
0370,J-Stars Victory Vs (Anison Sound Edition),JP,PCSG-00301,VLJS-05030,Action » Fighting » 3D,2014-03-19
0370,No Heroes Allowed: No Puzzles Either!,EU,PCSF-00531,,Strategy » General,2014-04-16
0371,Chou Tsugitsugimono Game Neptune Re;Birth2: Sisters Generation,JP,PCSG-00335,VLJM-35093,Role-Playing » Console-style RPG,2014-03-20
0371,Sly 2: Band of Thieves,EU,PCSF-00270,,Action » Platformer » 3D,2014-04-16
0372,Pro Yakyuu Spirits 2014,JP,PCSG-00288,VLJM-35081,Sports » Traditional » Baseball,2014-03-20
0372,Sly 3: Honor Among Thieves,EU,PCSF-00271,,Action » Platformer » 3D,2014-04-16
0373,Sengoku Musou 4,JP,PCSG-00279,VLJM-35080,Action » Beat-'Em-Up,2014-03-20
0373,Sly Cooper and the Thievius Raccoonus,EU,PCSF-00269,,Action » Platformer » 3D,2014-04-16
0374,Final Fantasy X HD Remaster,EU,PCSB-00395,,Role-Playing » Console-style RPG,2014-03-21
0374,Kung Fu Rabbit,JP,PCSG-00314,,Action » Platformer » 2D,2014-04-17
0375,Deception IV: Blood Ties,US,PCSE-00401,,Strategy » General,2014-03-25
0375,Cel Damage HD,US,PCSE-00422,,Driving » Car Combat,2014-04-22
0376,Dynasty Warriors 8: Xtreme Legends Complete Edition,US,PCSE-00405,,Action » Beat-'Em-Up,2014-03-25
0376,Starlight Inception,US,PCSE-00354,,Action » General,2014-04-22
0377,Anoko wa Ore Kara Hanarenai,JP,PCSG-00342,VLJM-30078,Adventure » General,2014-03-27
0377,Infinita Strada,JP,PCSG-00359,,Strategy » Turn-Based,2014-04-22
0378,Ayesha no Atelier Plus: Koukon No Daichi No Renkinjutsu,JP,PCSG-00347,VLJM-35098,Role-Playing » Console-style RPG,2014-03-27
0378,Starlight Inception,EU,PCSB-00488,,Action » General,2014-04-23
0379,Golden Time: Vivid Memories,JP,PCSG-00218,VLJS-00057,Adventure » General,2014-03-27
0379,The Walking Dead: Season Two - A Telltale Games Series,EU,PCSB-00469,,Action » General,2014-04-23
0380,Hakuouki SSL: Sweet School Life,JP,PCSG-00297,VLJM-30075,Adventure » General,2014-03-27
0380,Draw Slasher,JP,PCSG-00305,,Action » General,2014-04-24
0381,Hatsune Miku: Project Diva F 2nd,JP,PCSG-00205,VLJM-35088,Miscellaneous » Rhythm,2014-03-27
0381,Super Robot Taisen,JP,PCSG-00260,,Strategy » Turn-Based,2014-04-24
0382,Lovely Quest Unlimited,JP,PCSG-00336,VLJM-35096,Adventure » General,2014-03-27
0382,@Simple V Series Vol.1: The Dokodemo Gal Mahjong,JP,PCSG-00332,,Miscellaneous » Board Games,2014-04-30
0383,Ro-Kyu-Bu! Naisho no Shutter Chance,JP,PCSG-00287,VLJS-00065,Adventure » General,2014-03-27
0383,Robotics;Notes Elite AR,JP,PCSG-80010,,Miscellaneous » General,2014-04-17
0384,Winning Post 8,JP,PCSG-00238,VLJM-35067,Sports » General,2014-03-27
0384,@Simple V Series Vol.2: The Tousou Highway Full Boost: Nagoya-Tokyo Gekisou 4-Jikan,JP,PCSG-00329,,Driving » Racing,2014-04-30
0385,Deception IV: Blood Ties,EU,PCSB-00499,,Strategy » General,2014-03-28
0385,Broken Sword 5: The Serpent's Curse - Episode 1,US,PCSE-00413,,Adventure » General,2014-05-06
0386,MLB 14: The Show,US,PCSA-00115,,Sports » Traditional » Baseball,2014-04-01
0386,Titan Attacks!,US,PCSE-00388,,Action » Shooter,2014-05-06
0387,Ragnarok Odyssey ACE,US,PCSE-00300,,Role-Playing » Action RPG,2014-04-01
0387,Titan Attacks!,EU,PCSB-00504,,Action » Shooter,2014-05-07
0388,Natural Doctrine,JP,PCSG-00111,VLJS-05035,Strategy » Turn-Based,2014-04-03
0388,Amnesia World AR,JP,PCSC-80029,,Miscellaneous » General,2014-05-08
0389,Dynasty Warriors 8: Xtreme Legends Complete Edition,EU,PCSB-00509,,Action » Beat-'Em-Up,2014-04-04
0389,Soul Sacrifice Delta,US,PCSA-00152,,Role-Playing » Action RPG,2014-05-13
0390,LEGO The Hobbit,US,PCSE-00390,,Action Adventure,2014-04-08
0390,Cel Damage HD,EU,PCSB-00573,,Driving » Car Combat,2014-05-14
0391,Dai-3-Ji Super Robot Taisen Z Jigoku-hen,JP,PCSG-00264,VLJS-05038,Strategy » Turn-Based,2014-04-10
0391,Conception II: Children of the Seven Stars,EU,PCSB-00539,,Role-Playing » Console-style RPG,2014-05-14
0392,Oretachi ni Tsubasa wa Nai,JP,PCSG-00299,VLJM-35086,Adventure » General,2014-04-10
0392,Emerald Shores,EU,PCSB-01325,,Action » Platformer » 2D,2019-01-24
0393,Mato Kurenai Yuugekitai: Tokyo Twilight Ghosthunters,JP,PCSG-00293,VLJS-00070,Strategy » Turn-Based,2014-04-10
0393,Sparkle 2,US,PCSE-00454,,Miscellaneous » Puzzle,2014-05-20
0394,Football Manager Classic 2014,EU,PCSB-00357,,Sports » Traditional » Soccer,2014-04-11
0394,Sparkle 2,EU,PCSB-00580,,Miscellaneous » Puzzle,2014-05-21
0395,LEGO The Hobbit,EU,PCSB-00503,,Action Adventure,2014-04-11
0395,NextRev: Takken Shiken 2015,JP,PCSG-00391,,Miscellaneous » Edutainment,2014-05-22
0396,Conception II: Children of the Seven Stars,US,PCSE-00376,,Role-Playing » Console-style RPG,2014-04-15
0396,Lemmings Touch,US,PCSA-00138,,Miscellaneous » Puzzle,2014-05-27
0397,The Sly Trilogy,EU,PCSF-00338,,Miscellaneous » Compilation,2014-04-18
0397,Monster Monpiece,US,PCSE-00373,,Strategy » General,2014-05-27
0398,Demon Gaze,US,PCSE-00358,,Role-Playing » General,2014-04-22
0398,Sly Cooper and the Thievius Raccoonus,US,PCSA-00096,,Action » Platformer » 3D,2014-05-27
0399,Putty Squad,US,PCSE-00416,,Action » Platformer » 2D,2014-04-22
0399,Sly 2: Band of Thieves,US,PCSA-00097,,Action » Platformer » 3D,2014-05-27
0400,BlazBlue: Chronophantasma,JP,PCSG-00180,VLJS-05022,Action » Fighting » 2D,2014-04-24
0400,Sly 3: Honor Among Thieves,US,PCSA-00098,,Action » Platformer » 3D,2014-05-27
0401,Imasugu Oniichan ni Imouto Datte Iitai!,JP,PCSG-00337,VLJM-35097,Adventure » General,2014-04-24
0401,Broken Sword 5: The Serpent's Curse - Episode 2,EU,PCSB-00520,,Adventure » General,2014-05-28
0402,Rayman Legends,JP,PCSG-00363,VLJM-30084,Action » Platformer » 2D,2014-04-24
0402,Lemmings Touch,EU,PCSF-00376,,Miscellaneous » Puzzle,2014-05-28
0403,Sword Art Online: Hollow Fragment,JP,PCSG-00294,VLJS-05033,Role-Playing » General,2014-04-24
0403,Mind Zero,EU,PCSB-00541,,Role-Playing » General,2014-05-28
0404,Demon Gaze,EU,PCSB-00460,,Role-Playing » General,2014-04-25
0404,Treasures of Montezuma: Arena,EU,PCSB-00422,,Miscellaneous » Puzzle,2014-05-28
0405,God of War Collection,US,PCSA-00126,,Miscellaneous » Compilation,2014-05-06
0405,Dead Nation,JP,PCSC-00079,,Action » Shooter,2014-05-29
0406,God of War Collection,EU,PCSF-00438,,Miscellaneous » Compilation,2014-05-09
0406,1001 Spikes,US,PCSE-00349,,Action » Platformer » 2D,2014-06-03
0407,Borderlands 2,US,PCSE-00383,,Action » Shooter » First-Person,2014-05-13
0407,PixelJunk Shooter Ultimate,US,PCSE-00451,,Action » Shooter,2014-06-03
0408,Genkai Tokki: Moero Chronicle,JP,PCSG-00346,VLJM-35101,Role-Playing » General,2014-05-15
0408,PlayStation Vita Pets,US,PCSA-00139,,Miscellaneous » Virtual Life,2014-06-03
0409,God of War Collection,JP,PCSC-00059,VCJS-15008,Miscellaneous » Compilation,2014-05-15
0409,Monster Monpiece,EU,PCSB-00473,,Strategy » General,2014-06-04
0410,Amnesia World,JP,PCSG-00276,VLJM-35105,Adventure » General,2014-05-22
0410,PixelJunk Shooter Ultimate,EU,PCSB-00548,,Action » Shooter,2014-06-04
0411,To Love-Ru Trouble Darkness: Battle Ecstasy,JP,PCSG-00330,VLJM-30072,Action » General,2014-05-22
0411,Kilka Card Gods,US,PCSE-00473,,Miscellaneous » Board Games,2014-06-10
0412,Mind Zero,US,PCSE-00359,,Role-Playing » General,2014-05-27
0412,Kazoku Keikaku: Re:Tsumugu Ito,JP,PCSG-00393,,Adventure » General,2014-06-10
0413,The Sly Collection,US,PCSA-00095,,Miscellaneous » Compilation,2014-05-27
0413,Magical Beat,US,PCSE-00457,,Miscellaneous » Rhythm,2014-06-17
0414,Arcana Heart 3: LOVEMAX!!!!!,JP,PCSG-00328,VLJS-05041,Action » Fighting » 2D,2014-05-29
0414,Dragon Fantasy Book I,EU,PCSB-00413,,Role-Playing » Console-style RPG,2014-06-18
0415,Eiyuu * Senki: The World Conquest,JP,PCSG-00316,VLJM-35090,Strategy » Turn-Based,2014-05-29
0415,Z-Run,EU,PCSB-00390,,Action » General,2014-06-18
0416,Chou Megami Shinkou Noire: Gekishin Black Heart,JP,PCSG-00234,VLJM-30081,Strategy » Turn-Based,2014-05-29
0416,PixelJunk Shooter Ultimate,JP,PCSG-00384,,Action » Shooter,2014-06-18
0417,"Motto Ane, Chan to Shiyouyo! +Plus",JP,PCSG-00247,VLJM-35107,Adventure » General,2014-05-29
0417,Another World: 20th Anniversary Edition,EU,PCSB-00568,,Action » Platformer » 2D,2014-06-25
0418,Nobunaga no Yabou: Souzou,JP,PCSG-00374,VLJM-30085,Strategy » Turn-Based,2014-05-29
0418,Z-Run,US,PCSE-00310,,Action » General,2014-06-24
0419,Borderlands 2,EU,PCSF-00570,,Action » Shooter » First-Person,2014-05-30
0419,Ratchet & Clank,EU,PCSF-00484,,Action » Platformer » 3D,2014-07-02
0420,Hyperdimension Neptunia PP: Producing Perfection,US,PCSE-00400,,Miscellaneous » Rhythm,2014-06-03
0420,Ratchet & Clank 2,EU,PCSF-00485,,Action » Platformer » 3D,2014-07-02
0421,PlayStation Vita Pets,EU,PCSF-00517,,Miscellaneous » Virtual Life,2014-06-06
0421,Ratchet & Clank 3,EU,PCSF-00486,,Action » Platformer » 3D,2014-07-02
0422,Hyperdimension Neptunia PP: Producing Perfection,EU,PCSB-00515,,Miscellaneous » Rhythm,2014-06-06
0422,Fantasy Hero: Unsigned Legacy,JP,PCSG-00280,,Role-Playing » Action RPG,2014-07-03
0423,Farming Simulator 14,EU,PCSB-00534,,Simulation » General,2014-06-06
0423,Another World: 20th Anniversary Edition,US,PCSE-00472,,Action » Platformer » 2D,2014-07-08
0424,Eiyuu Densetsu: Ao no Kiseki Evolution,JP,PCSG-00246,VLJS-05037,Role-Playing » Console-style RPG,2014-06-12
0424,MouseCraft,US,PCSE-00420,,Miscellaneous » Puzzle,2014-07-08
0425,One Piece: Unlimited World Red,JP,PCSG-00358,VLJS-00075,Action » General,2014-06-12
0425,JAZZ: Trump's Journey,EU,PCSB-00236,,Action » Platformer » 2D,2014-07-09
0426,Durarara!! 3way Standoff -alley- V,JP,PCSG-00370,VLJS-05044,Action » General,2014-06-19
