ID,Title,Region,Media_ID,Box_ID,Genre,Released
0998,TowerFall Ascension,EU,PCSB-00918,,Action » General,2016-07-06
0998,Ar nosurge Plus: Ode to an Unborn Star,US,PCSE-00707,,Role-Playing » Console-style RPG,2015-07-02
0999,One Tap Hero,Unknown,PCSH-00131,,Action » General,2015-03-31
0999,Aqua Kitty: Milk Mine Defender DX,US,PCSE-00970,,Action » General,2017-01-27
1000,Rocketbirds 2: Evolution,Unknown,PCSH-00127,,Action » Platformer » 2D,2016-04-26
1000,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,US,PCSE-00953,,Miscellaneous » Rhythm,2017-03-17
1001,SteamWorld Dig,Unknown,PCSH-00119,,Action » Platformer » 2D,2015-12-17
1001,Curses 'N Chaos,US,PCSE-00888,,Action » Beat-'Em-Up,2017-02-03
1002,Escape Plan,Unknown,PCSD-00016,,Miscellaneous » Puzzle,2012-02-22
1002,Oddworld: Stranger's Wrath HD,US,PCSE-00986,,Action Adventure,2016-12-16
1003,flower,Unknown,PCSD-00080,,Miscellaneous » General,2014-09-04
1003,Shantae: Half-Genie Hero,US,PCSE-00950,2101893,Action » Platformer » 2D,2016-12-20
1004,Hustle Kings,Unknown,PCSD-00011,,Miscellaneous » Parlor,2012-02-22
1004,Firis no Atelier: Fushigi na Tabi no Renkinjutsushi,JP,PCSG-00929,VLJM-35385,Role-Playing » General,2016-11-02
1005,Run Sackboy! Run!,Unknown,PCSD-00090,,Action » Platformer » 2D,2015-04-01
1005,Sword Art Online: Hollow Realization,EU,PCSB-00972,,Role-Playing » Action RPG,2016-11-08
1006,No Heroes Allowed: No Puzzles Either!,Unknown,PCSD-00085,,Strategy » General,2014-04-10
1006,Root Letter,US,PCSE-00963,,Adventure » General,2016-11-10
1007,Open Me!,Unknown,PCSD-00049,,Action » General,2012-12-20
1007,Fate/Extella,JP,PCSG-00600,VLJM-30158,Action » Beat-'Em-Up,2016-11-10
1008,PulzAR,Unknown,PCSD-00044,,Miscellaneous » Puzzle,2012-11-07
1008,The Legend of Heroes: Trails of Cold Steel II,EU,PCSB-01016,,Role-Playing » Console-style RPG,2016-11-11
1009,Sound Shapes,Unknown,PCSD-00027,,Miscellaneous » Rhythm,2012-12-04
1009,Flowers: Toki-Hen,JP,PCSG-00981,VLJM-30215,Adventure » General,2016-11-17
1010,Table Ice Hockey,Unknown,PCSD-00047,,Sports » Traditional » Ice Hockey,2013-05-21
1010,Hakuouki: Yuugi Roku - Taishitachi no Daienkai,JP,PCSG-00930,VLJM-35413,Adventure » General,2016-11-17
1011,Uncharted: Fight for Fortune,Unknown,PCSD-00043,,Action Adventure,2012-12-04
1011,LEGO Ninjago: Nindroids,JP,PCSG-00928,VLJM-30198,Action » General,2016-11-22
1012,When Vikings Attack!,Unknown,PCSD-00051,,Action » General,2012-11-07
1012,SD Gundam G Generation Genesis,JP,PCSG-00793,VLJS-05087,Strategy » Turn-Based,2016-11-22
1013,Organ Trail: Complete Edition,EU,PCSB-00924,,Action » General,2016-08-17
1013,SD Gundam G Generation Genesis,Unknown,PCSH-00241,VLAS-38128,Strategy » Turn-Based,2016-11-22
1014,Three Fourths Home: Extended Edition,EU,PCSB-00901,,Adventure » General,2015-12-09
1014,SD Gundam G Generation Genesis,Unknown,PCSH-00242,VLAS-38130,Strategy » Turn-Based,2016-11-25
1015,Pumped BMX +,EU,PCSB-00803,,Driving » Racing,2015-09-22
1015,Sengoku Musou: Sanada Maru,JP,PCSG-00954,VLJM-35415,Action » Beat-'Em-Up,2016-11-23
1016,Dragon Fantasy: The Black Tome of Ice,EU,PCSB-00931,,Role-Playing » Console-style RPG,2016-06-21
1016,Starry * Sky: Spring Stories,JP,PCSG-00510,VLJM-35285,Adventure » General,2016-11-23
1017,TorqueL,EU,PCSB-00760,,Action » General,2015-08-11
1017,Code:Realize - Shukufuku no Mirai,JP,PCSG-00805,VLJM-35397,Adventure » General,2016-11-24
1018,Velocibox,EU,PCSB-00818,,Action » General,2015-07-28
1018,id: RebirthSession,JP,PCSG-00965,VLJM-30210,Adventure » General,2016-11-24
1019,The Swindle,EU,PCSB-00778,,Action » Platformer » 3D,2015-07-28
1019,Otome Riron to Sono Shuuhen: Bon Voyage,JP,PCSG-00942,VLJM-35400,Adventure » General,2016-11-24
1020,Hotline Miami 2: Wrong Number,EU,PCSB-00511,,Action » General,2015-03-11
1020,Princess wa Kane no Mouja,JP,PCSG-00946,VLJM-30205,Role-Playing » Action RPG,2016-11-24
1021,Color Guardians,EU,PCSB-00768,,Action » Platformer » 3D,2015-05-15
1021,Torikago no Marriage: Hatsukoi no Tsubasa,JP,PCSG-00902,VLJM-30221,Adventure » General,2016-11-24
1022,Cosmophony,EU,PCSB-00734,,Action » Shooter,2015-05-06
1022,Traveling Stars,JP,PCSG-00969,VLJM-35414,Adventure » General,2016-11-24
1023,Titan Souls,EU,PCSB-00720,,Action » General,2015-04-15
1023,Steins;Gate 0,EU,PCSB-01012,,Adventure » General,2016-11-25
1024,Scram Kitty DX,EU,PCSB-00638,,Action » General,2015-02-25
1024,Steins;Gate 0,US,PCSE-00949,,Adventure » General,2016-11-29
1025,OlliOlli2: Welcome to Olliwood,EU,PCSB-00590,,Sports » Alternative,2015-03-04
1025,Adventure Time: Nameless Oukoku no Sannin no Princess,JP,PCSG-00979,VLJM-30214,Action Adventure,2016-12-15
1026,Rock Boshers DX: Director's Cut,EU,PCSB-00652,,Action » General,2014-12-10
1026,SaGa: Scarlet Grace,JP,PCSG-00802,VLJM-35420,Role-Playing » General,2016-12-15
1027,Mutant Mudds Deluxe,EU,PCSB-01064,,Action » Platformer » 2D,2016-11-30
1027,Getsuei no Kusari: Kouran Moratorium,JP,PCSG-00991,VLJS-00143,Adventure » General,2016-12-21
1028,Mutant Mudds: Super Challenge,EU,PCSB-00979,,Action » Platformer » 2D,2016-08-16
1028,Dynamic Chord feat. Liar-S V edition,JP,PCSG-00861,VLJM-35373,Adventure » General,2016-12-22
1029,"Don't Die, Mr. Robot!",EU,PCSB-00639,,Action » General,2016-03-08
1029,Harukanaru Toki no Naka de 6: Gentou Rondo,JP,PCSG-00975,VLJM-30213,Role-Playing » General,2016-12-22
1030,Atelier Rorona Plus: The Alchemist of Arland,EU,PCSB-00582,,Role-Playing » General,2014-07-30
1030,Hatsuru Kotonaki Mirai Yori,JP,PCSG-00988,VLJM-35418,Adventure » General,2016-12-22
1031,Table Ice Hockey,EU,PCSF-00145,,Sports » Traditional » Ice Hockey,2012-09-26
1031,Ken ga Kimi: Momoyo Tsuzuri,JP,PCSG-00960,VLJM-35410,Adventure » General,2016-12-22
1032,Touhou Koubutou V,JP,PCSG-00999,,Action » Fighting » 3D,2016-11-02
1032,Re:BIRTHDAY SONG: Koi o Utau Shinigami - Another Record,JP,PCSG-00911,VLJM-35399,Adventure » General,2016-12-22
1033,Sword Art Online: Hollow Realization,US,PCSE-00903,,Role-Playing » Action RPG,2016-11-08
1033,"Taiheiyou no Arashi: Koukoku no Kouhai Kokoniari, 1942 Senkan Yamato Hankou no Goujuu",JP,PCSG-00945,VLJM-30208,Strategy » Turn-Based,2016-12-22
1034,My Name is Mayo,US,PCSE-00982,,Action » General,2016-11-08
1034,NEW Danganronpa V3: Minna no Koroshiai Shingakki,JP,PCSG-00936,VLJS-05097,Adventure » General,2017-01-12
1035,Last Wings,EU,PCSB-01018,,Simulation » Flight,2016-11-11
1035,Atelier Shallie Plus: Alchemists of the Dusk Sea,US,PCSE-00998,,Role-Playing » Console-style RPG,2017-01-17
1036,Stranded: A Mars Adventure,EU,PCSB-00933,,Action » Platformer » 2D,2016-11-15
1036,Fate/Extella: The Umbral Star,US,PCSE-00928,,Action » Beat-'Em-Up,2017-01-17
1037,Volgarr the Viking,US,PCSE-00913,,Action » General,2016-11-16
1037,Aoki Kakumeki no Valkyria,JP,PCSG-00962,VLJM-35411,Strategy » Turn-Based,2017-01-19
1038,Wanted Corp.,US,PCSE-00036,,Action » Shooter,2016-11-17
1038,Hana Oboro: Sengoku Denranki,JP,PCSG-00855,VLJM-35427,Adventure » General,2017-01-19
1039,Wanted Corp.,EU,PCSB-01055,,Action » Shooter,2016-11-17
1039,Atelier Shallie Plus: Alchemists of the Dusk Sea,EU,PCSB-01043,,Role-Playing » Console-style RPG,2017-01-20
1040,Iron Sea Defenders,US,PCSE-00966,,Strategy » Real-Time,2016-11-22
1040,Fate/Extella: The Umbral Star,EU,PCSB-01030,,Action » Beat-'Em-Up,2017-01-20
1041,Knobswitch,US,PCSE-00957,,Miscellaneous » General,2016-11-22
1041,Black Wolves Saga: Weiss und Schwarz,JP,PCSG-00935,VLJM-35429,Adventure » General,2017-01-26
1042,Slain: Back from Hell,US,PCSE-00974,,Action » Platformer » 2D,2016-11-22
1042,Shinsei Batteki Drive Girls,JP,PCSG-00934,VLJM-30207,Action » General,2017-01-26
1043,Stranded: A Mars Adventure,US,PCSE-00929,,Action » Platformer » 2D,2016-11-22
1043,New Game! The Challenge Stage!,JP,PCSG-00903,VLJM-30192,Adventure » General,2017-01-26
1044,Iron Sea Defenders,EU,PCSB-01029,,Strategy » Real-Time,2016-11-23
1044,Orfleurs: Koufuku no Hanataba,JP,PCSG-00919,VLJM-35389,Adventure » General,2017-01-26
1045,Slain: Back from Hell,EU,PCSB-01037,,Action » Platformer » 2D,2016-11-23
1045,Sousei no Onmyouji,JP,PCSG-00993,VLJS-00141,Action » General,2017-01-26
1046,Hue,US,PCSE-00996,,Miscellaneous » Puzzle,2016-11-29
1046,Uta no * Prince-Sama: Repeat LOVE,JP,PCSG-00914,VLJM-35402,Adventure » General,2017-01-26
1047,Neon Chrome,US,PCSE-00835,,Action » Shooter,2016-11-29
1047,Diabolik Lovers: Lost Eden,JP,PCSG-00910,VLJM-35435,Adventure » General,2017-02-16
1048,Hue,EU,PCSB-01048,,Miscellaneous » Puzzle,2016-11-29
1048,Kamaitachi no Yoru: Rinne Saisei,JP,PCSG-01007,VLJM-30228,Adventure » General,2017-02-16
1049,Neon Chrome,EU,PCSB-00910,,Action » Shooter,2016-11-30
1049,Moe Moe 2-Ji Daisenryaku 3,JP,PCSG-00989,VLJM-35417,Strategy » Turn-Based,2017-02-16
1050,Boku wa Mori Sekai no Kami Tonaru,JP,PCSG-00797,,Action » General,2016-12-01
1050,Harukanaru Toki no Naka de 3 Ultimate,JP,PCSG-00992,VLJM-35423,Miscellaneous » Compilation,2017-02-23
1051,Battalion Commander,US,PCSE-00444,,Action » Shooter,2016-12-01
1051,ISLAND,JP,PCSG-01000,VLJM-35431,Adventure » General,2017-02-23
1052,The Keeper of 4 Elements,US,PCSE-00441,,Strategy » Real-Time,2016-12-01
1052,Super Robot Taisen V,JP,PCSG-00920,VLJS-05091,Strategy » Turn-Based,2017-02-23
1053,Battalion Commander,EU,PCSB-00564,,Action » Shooter,2016-12-02
1053,Super Robot Taisen V,Unknown,PCSH-10004,VLAS-38146,Strategy » Turn-Based,2017-02-23
1054,The Keeper of 4 Elements,EU,PCSB-00566,,Strategy » Real-Time,2016-12-02
1054,Super Robot Wars V,Unknown,PCSH-10001,VLAS-38147,Strategy » Turn-Based,2017-02-23
1055,Garou: Mark of the Wolves,US,PCSE-00958,,Action » Fighting » 2D,2016-12-03
1055,Super Robot Taisen V (Premium Anime Song & Sound Edition),JP,PCSG-00974,VLJS-05099,Strategy » Turn-Based,2017-02-23
1056,Garou: Mark of the Wolves,EU,PCSB-01020,,Action » Fighting » 2D,2016-12-03
1056,Timepiece Ensemble,JP,PCSG-00966,VLJM-30211,Adventure » General,2017-02-23
1057,Lara Croft GO,US,PCSE-00985,,Strategy » Turn-Based,2016-12-03
1057,The Swindle,US,PCSE-00975,,Action » Platformer » 3D,2017-02-17
1058,Lara Croft GO,EU,PCSB-01040,,Strategy » Turn-Based,2016-12-03
1058,Winning Post 8 2017,JP,PCSG-00998,VLJM-35424,Sports » General,2017-03-02
1059,#KILLALLZOMBIES,US,PCSE-00965,,Action » Shooter,2016-12-06
1059,Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku,JP,PCSG-00938,VLJM-35437,Adventure » General,2017-03-09
1060,Demetrios: The BIG Cynical Adventure,US,PCSE-01005,,Adventure » General,2016-12-06
1060,Accel World vs. Sword Art Online: Millennium Twilight,JP,PCSG-01016,VLJS-05106,Role-Playing » Action RPG,2017-03-16
1061,Space Overlords,US,PCSE-00911,,Action » General,2016-12-06
1061,Accel World vs. Sword Art Online: Millennium Twilight,Unknown,PCSH-10038,VLAS-38149,Role-Playing » Action RPG,2017-04-06
1062,Demetrios: The BIG Cynical Adventure,EU,PCSB-01036,,Adventure » General,2016-12-06
1062,Fata Morgana no Kan (Collected Edition),JP,PCSG-00961,VLJM-35409,Adventure » General,2017-03-16
1063,#KILLALLZOMBIES,EU,PCSB-01049,,Action » Shooter,2016-12-07
1063,YU-NO: Konoyo no Hate de Koi o Utau Shoujo,JP,PCSG-00567,VLJM-35336,Adventure » General,2017-03-16
1064,Space Overlords,EU,PCSB-00934,,Action » General,2016-12-06
1064,Toukiden 2,US,PCSE-00940,,Role-Playing » Action RPG,2017-03-21
1065,Garou: Mark of the Wolves,JP,PCSG-00957,,Action » Fighting » 2D,2016-12-07
1065,Hatsuyuki Sakura,JP,PCSG-00997,VLJM-30219,Adventure » General,2017-03-23
1066,Active Soccer 2 DX,EU,PCSB-01008,,Sports » Traditional » Soccer,2016-12-14
1066,Side Kicks!,JP,PCSG-01001,VLJM-35432,Action » General,2017-03-23
1067,Bard's Gold,JP,PCSG-01006,,Action » Platformer » 2D,2016-12-15
1067,Toukiden 2,EU,PCSB-01003,,Role-Playing » Action RPG,2017-03-23
1068,Furuki Yoki Jidai no Boukentan,JP,PCSG-00922,,Strategy » Turn-Based,2016-12-15
1068,Zero Escape: The Nonary Games,US,PCSE-01006,,Miscellaneous » Compilation,2017-03-24
1069,Air Race Speed,US,PCSE-00980,,Driving » Racing,2016-12-20
1069,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,JP,PCSG-00987,VLJM-35449,Role-Playing » Console-style RPG,2017-03-30
1070,Dex,US,PCSE-00901,,Role-Playing » Action RPG,2016-12-20
1070,Chaos;Child: Love Chuchu!!,JP,PCSG-00995,VLJM-30227,Adventure » General,2017-03-30
1071,Air Race Speed,EU,PCSB-00996,,Driving » Racing,2016-12-20
1071,Dynamic Chord feat. Kyohso V edition,JP,PCSG-00862,VLJM-35374,Adventure » General,2017-03-30
1072,Dex,EU,PCSB-00953,,Role-Playing » Action RPG,2016-12-20
1072,KLAP!! Kind Love And Punish: Fun Party,JP,PCSG-00970,VLJM-35453,Adventure » General,2017-03-30
1073,Shantae: Half-Genie Hero,EU,PCSB-01028,,Action » Platformer » 2D,2016-12-20
1073,Re:Zero - kara Hajimeru Isekai Seikatsu - Death or Kiss,JP,PCSG-00933,VLJM-35421,Adventure » General,2017-03-30
1074,Paranautical Activity,EU,PCSB-00870,,Action » General,2016-06-01
1074,Musou Stars,JP,PCSG-01018,VLJM-35454,Action » Beat-'Em-Up,2017-03-30
1075,Paranautical Activity,JP,PCSG-00890,,Action » General,2016-12-21
1075,Musou Stars,Unknown,PCSH-10037,VLAS-38150,Action » Beat-'Em-Up,2017-03-30
1076,Eiyuu Densetsu: Akatsuki no Kiseki,JP,PCSG-01026,,Role-Playing » General,2016-12-26
1076,A Rose in the Twilight,US,PCSE-01046,,Action » Platformer » 2D,2017-04-11
1077,Ikemen Bakumatsu: Unmei no Koi,JP,PCSG-01020,,Adventure » General,2016-12-26
1077,A Rose in the Twilight,EU,PCSB-01095,,Action » Platformer » 2D,2017-04-14
1078,Asdivine Hearts,JP,PCSG-00971,,Role-Playing » Console-style RPG,2016-12-13
1078,Ray Gigant,US,PCSE-00843,,Role-Playing » General,2017-04-14
1079,Asdivine Hearts,US,PCSE-00968,,Role-Playing » Console-style RPG,2017-01-10
1079,RepKiss,JP,PCSG-00990,VLJM-30217,Adventure » General,2017-04-13
1080,Spheroids,US,PCSE-00870,,Action » Platformer » 2D,2017-01-10
1080,Zero Escape: 9 Jikan 9 nin 9 no Tobira Zennin Shibo Dos Double Pack,JP,PCSG-00883,VLJS-05105,Miscellaneous » Compilation,2017-04-13
1081,Xenoraid,US,PCSE-00897,,Action » Shooter,2017-01-10
1081,Dungeon Travelers 2-2: Yamiochi no Otome to Hajimari no Sho,JP,PCSG-00841,VLJM-35333,Role-Playing » General,2017-04-20
1082,Spheroids,EU,PCSB-00946,,Action » Platformer » 2D,2017-01-10
1082,Saki: Zenkoku-hen Plus,JP,PCSG-00908,VLJM-30188,Adventure » General,2017-04-27
1083,LiveTweet,Unknown,PCSD-00013,,Miscellaneous » General,2012-08-05
1083,Akiba's Beat,JP,PCSG-00952,VLJM-30209,Role-Playing » Action RPG,2017-04-27
1084,Supermagical,US,PCSE-00942,,Miscellaneous » Puzzle,2017-01-17
1084,Desire: Remaster Ver.,JP,PCSG-00959,VLJM-35408,Adventure » General,2017-04-27
1085,Supermagical,EU,PCSB-00513,,Miscellaneous » Puzzle,2017-01-17
1085,end sleep,JP,PCSG-00963,VLJM-30216,Adventure » General,2017-04-27
1086,Xenoraid,EU,PCSB-00969,,Action » Shooter,2017-01-18
1086,Gun Gun Pixies,JP,PCSG-01013,VLJM-30231,Action » Shooter,2017-04-27
1087,MOP: Operation Cleanup,US,PCSE-00838,,Action » Platformer » 2D,2016-05-10
1087,Hanasaki Work Spring,JP,PCSG-01024,VLJM-30233,Adventure » General,2017-04-27
1088,Imaginstruments,US,PCSA-00113,,Miscellaneous » Rhythm,2013-05-28
1088,Tokeijikake no Ley Line: Kagerou ni Samayou Majo,JP,PCSG-01015,VLJM-35451,Adventure » General,2017-04-27
1089,Color Guardians,JP,PCSG-00955,,Action » Platformer » 3D,2017-01-27
1089,Tsuihou Senkyo,JP,PCSG-01023,VLJM-30235,Adventure » General,2017-04-27
1090,Dynasty Warriors: Godseekers,US,PCSE-00995,,Strategy » Turn-Based,2017-01-31
1090,Period: Cube - Shackles of Amadeus,US,PCSE-01012,,Adventure » General,2017-04-28
1091,Geki Yaba Runner,US,PCSE-00981,,Action » Platformer » 2D,2017-01-31
1091,Nova-111,US,PCSE-01025,,Strategy » Turn-Based,2017-04-28
1092,Geki Yaba Runner,EU,PCSB-01004,,Action » Platformer » 2D,2017-01-31
1092,Owaru Sekai to Birthday,JP,PCSG-00967,VLJM-30212,Adventure » General,2017-05-11
1093,Dynasty Warriors: Godseekers,EU,PCSB-01044,,Strategy » Turn-Based,2017-02-01
1093,Starry * Sky: Summer Stories,JP,PCSG-00916,VLJM-35379,Adventure » General,2017-05-11
1094,Uncanny Valley,US,PCSE-00822,,Action Adventure,2017-02-07
1094,Mutant Mudds Deluxe,US,PCSE-01013,,Action » Platformer » 2D,2017-05-12
1095,Uncanny Valley,EU,PCSB-00868,,Action Adventure,2017-02-08
1095,Smart as...,EU,PCSF-00020,,Miscellaneous » Puzzle,2012-11-02
1096,Back to Bed,JP,PCSG-01022,,Action » General,2017-02-09
1096,Smart as...,EU,PCSF-00216,,Miscellaneous » Puzzle,2012-11-02
1097,Nidhogg,JP,PCSG-01010,,Action » General,2017-02-09
1097,Mutant Mudds: Super Challenge,US,PCSE-00906,,Action » Platformer » 2D,2017-05-12
1098,Bridge Constructor,US,PCSE-00869,,Simulation » General,2017-02-14
1098,Akiba's Beat,US,PCSE-00927,,Role-Playing » Action RPG,2017-05-16
1099,iO,US,PCSE-00876,,Miscellaneous » Puzzle,2017-02-14
1099,Hakuoki: Kyoto Winds,US,PCSE-00973,,Adventure » General,2017-05-16
1100,Vertical Drop Heroes HD,US,PCSE-00621,,Role-Playing » Action RPG,2017-02-14
1100,Operation Babel: New Tokyo Legacy,US,PCSE-01047,,Role-Playing » General,2017-05-16
1101,iO,EU,PCSB-00948,,Miscellaneous » Puzzle,2017-02-14
1101,Rewrite Harvest festa!,JP,PCSG-01043,VLJM-35465,Adventure » General,2017-05-18
1102,Vertical Drop Heroes HD,EU,PCSB-00872,,Role-Playing » Action RPG,2017-02-15
1102,Akiba's Beat,EU,PCSB-01066,,Role-Playing » Action RPG,2017-05-19
1103,Berserk and the Band of the Hawk,US,PCSE-01034,,Action » Beat-'Em-Up,2017-02-21
1103,Hakuoki: Kyoto Winds,EU,PCSB-01032,,Adventure » General,2017-05-19
1104,Berserk and the Band of the Hawk,EU,PCSB-01085,,Action » Beat-'Em-Up,2017-02-24
1104,Operation Babel: New Tokyo Legacy,EU,PCSB-01094,,Role-Playing » General,2017-05-19
1105,forma.8,US,PCSE-00797,,Action » Platformer » 2D,2017-02-28
1105,Utawarerumono: Mask of Deception,US,PCSE-00959,,Adventure » General,2017-05-23
1106,Stranger of Sword City Revisited,US,PCSE-01052,,Role-Playing » General,2017-02-28
1106,Daredemo Shodan ni Nareru Igo Kyoushitsu,JP,PCSG-01017,VLJM-30232,Miscellaneous » Board Games,2017-05-25
1107,forma.8,EU,PCSB-00527,,Action » Platformer » 2D,2017-02-28
1107,Love of Ren'ai Koutei of LOVE!,JP,PCSG-01004,VLJM-30226,Adventure » General,2017-05-25
1108,Bridge Constructor,EU,PCSB-00920,,Simulation » General,2017-03-02
1108,Marginal #4: Road to Galaxy,JP,PCSG-01008,VLJM-35472,Miscellaneous » Rhythm,2017-05-25
1109,Atelier Firis: The Alchemist and the Mysterious Journey,US,PCSE-01044,,Role-Playing » General,2017-03-07
1109,San Goku Shi 13 with Power-Up Kit,JP,PCSG-00949,VLJM-35406,Strategy » Turn-Based,2017-05-25
1110,Dino Dini's Kick Off Revival,US,PCSE-00820,,Sports » Traditional » Soccer,2017-03-07
1110,Risk of Rain,US,PCSE-00850,,Action » Platformer » 2D,2017-05-26
1111,Dino Dini's Kick Off Revival,EU,PCSB-00895,,Sports » Traditional » Soccer,2017-02-22
1111,Slain: Back from Hell - Signature Edition,EU,PCSB-01126,,Action » Platformer » 2D,2017-05-30
1112,Gem Smashers,US,PCSE-01063,,Miscellaneous » Puzzle,2017-03-07
1112,Shiin,JP,PCSG-01005,VLJM-30229,Adventure » General,2017-06-01
1113,Talisman: Digital Edition,US,PCSE-00964,,Miscellaneous » Card Battle,2017-03-07
1113,Tsukitomo. Tsukiuta 12 Memories,JP,PCSG-01025,VLJS-00148,Adventure » General,2017-06-01
1114,Gem Smashers,EU,PCSB-00965,,Miscellaneous » Puzzle,2017-03-07
1114,Farming Simulator 18,US,PCSE-01035,,Simulation » General,2017-06-06
1115,Atelier Firis: The Alchemist and the Mysterious Journey,EU,PCSB-01087,,Role-Playing » General,2017-03-10
1115,Farming Simulator 18,EU,PCSB-01080,,Simulation » General,2017-06-06
1116,Blue-Collar Astronaut,US,PCSE-00864,,Action » General,2017-03-14
1116,Shiro to Kuro no Alice,JP,PCSG-00944,VLJM-35463,Action » General,2017-06-08
1117,DYING: Reborn,US,PCSE-00984,,Action Adventure,2017-03-14
1117,Broken Age,US,PCSE-01058,,Action Adventure,2017-06-09
1118,Siralim 2,US,PCSE-01016,,Role-Playing » Console-style RPG,2017-03-14
1118,Deemo: The Last Recital,US,PCSE-01041,,Action » General,2017-06-09
1119,Siralim 2,EU,PCSB-01096,,Role-Playing » Console-style RPG,2017-03-14
1119,Drive Girls,EU,PCSB-01097,,Action » General,2017-06-13
1120,Touhou Double Focus,US,PCSE-01015,,Action » General,2017-03-21
1120,God Wars: Future Past,EU,PCSB-01073,,Strategy » Turn-Based,2017-06-16
1121,Touhou Genso Wanderer,US,PCSE-00990,,Role-Playing » General,2017-03-21
1121,God Wars: Future Past,US,PCSE-01026,,Strategy » Turn-Based,2017-06-20
1122,Damascus Gear: Saikyou Exodus,JP,PCSG-00842,,Role-Playing » Action RPG,2017-03-22
1122,God Wars: Toki o Koete,JP,PCSG-00831,VLJM-30206,Strategy » Turn-Based,2017-06-22
1123,Touhou Double Focus,EU,PCSB-01065,,Action » General,2017-03-24
1123,Tokyo Yamanote Boys for V: Main Disc,JP,PCSG-01048,VLJM-35467,Miscellaneous » Compilation,2017-06-22
1124,Touhou Genso Wanderer,EU,PCSB-01039,,Role-Playing » General,2017-03-24
1124,Dariusburst: Chronicle Saviours,US,PCSE-00792,,Action » Shooter,2017-06-23
1125,Salt and Sanctuary,US,PCSE-01023,,Action » Platformer » 2D,2017-03-28
1125,Period: Cube - Shackles of Amadeus,EU,PCSB-01060,,Adventure » General,2017-04-28
1126,Fairune,EU,PCSB-01089,,Role-Playing » Action RPG,2017-03-28
1126,Karumaruka * Circle,JP,PCSG-01044,VLJM-30239,Adventure » General,2017-06-29
1127,Salt and Sanctuary,EU,PCSB-01072,,Action » Platformer » 2D,2017-03-28
1127,Osomatsu-san: The Game,JP,PCSG-00950,VLJM-35439,Adventure » General,2017-06-29
1128,Revenant Saga,JP,PCSG-01061,,Role-Playing » General,2017-04-06
1128,"Tsumikui: Sen no Noroi, Sen no Inori for V",JP,PCSG-01019,VLJM-35455,Adventure » General,2017-06-29
1129,Bentou no Subarashisa o Ano 2-Tabi 3-Tabi,JP,PCSG-00814,,Strategy » General,2017-04-11
1129,Tokyo Xanadu,US,PCSE-00893,,Role-Playing » Action RPG,2017-06-30
1130,Fairune,US,PCSE-01048,,Role-Playing » Action RPG,2017-04-11
1130,Tokyo Xanadu,EU,PCSB-01062,,Role-Playing » Action RPG,2017-06-30
1131,Lichtspeer,US,PCSE-01010,,Action Adventure,2017-04-11
1131,Sly Cooper: Thieves in Time,EU,PCSF-00207,,Action Adventure,2013-03-28
1132,Lichtspeer,EU,PCSB-01047,,Action Adventure,2017-04-11
1132,Virtua Tennis 4: World Tour Edition,EU,PCSB-00032,,Sports » Traditional » Tennis,2012-02-22
1133,Full Throttle Remastered,US,PCSE-01000,,Adventure » General,2017-04-18
1133,Ys: The Foliage Ocean in Celceta,Unknown,PCSH-00181,VCAS-32075,Role-Playing » Action RPG,2015-12-22
1134,Full Throttle Remastered,EU,PCSB-01053,,Adventure » General,2017-04-18
1134,Final Fantasy X HD Remaster,Unknown,PCSH-00042,VCAS-34030,Role-Playing » Console-style RPG,2014-02-27
1135,The Deer God,US,PCSE-01021,,Action » Platformer » 2D,2017-04-25
1135,Final Fantasy X-2 HD Remaster,Unknown,PCSH-00043,VCAS-34031,Role-Playing » Console-style RPG,2014-02-27
1136,The Legend of Dark Witch,US,PCSE-01049,,Action » Platformer » 2D,2017-04-25
1136,Eiyuu Densetsu: Sen no Kiseki,Unknown,PCSH-00074,VLAS-38063,Role-Playing » Console-style RPG,2014-06-24
1137,The Legend of Dark Witch,EU,PCSB-01088,,Action » Platformer » 2D,2017-04-25
1137,Hatsune Miku: Project Diva X,Unknown,PCSH-00176,VLAS-38118,Miscellaneous » Rhythm,2016-03-24
1138,Valkyria Revolution,EU,PCSB-01090,,Strategy » Turn-Based,2017-06-30
1138,Valhalla Knights 3 Gold,JP,PCSG-00307,VLJS-05034,Role-Playing » General,2014-02-27
1139,The Caligula Effect,US,PCSE-01037,,Role-Playing » General,2017-05-02
1139,Unit 13,EU,PCSF-00069,,Action » Shooter » Third-Person,2012-03-09
1140,Revenant Saga,EU,PCSB-01168,,Role-Playing » General,2017-12-13
1140,Killzone: Mercenary,EU,PCSF-00403,,Action » Shooter » First-Person,2013-09-06
1141,Another World: 20th Anniversary Edition,US,PCSE-01227,,Action » Platformer » 2D,2018-09-28
1141,The Caligula Effect,EU,PCSB-01103,,Role-Playing » General,2017-05-09
1142,Shutshimi,EU,PCSB-00807,,Action » Shooter,2016-04-05
1142,Call of Duty: Black Ops Declassified,EU,PCSB-00232,,Action » Shooter » First-Person,2012-11-13
1143,Sky Force Anniversary,EU,PCSB-00826,,Action » Shooter,2016-09-07
1143,Resistance: Burning Skies,EU,PCSF-00140,,Action » Shooter » First-Person,2012-06-01
